"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","MT","QTY","SHIP_QTY"
"2019-08-27","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-08-27","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-08-27","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-08-27","2019-09-27","2019-10-01","00:00:00","","10","147","0"
"2019-08-28","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-08-28","2019-09-12","2019-09-13","00:00:00","2019/11/04","09","71","0"
"2019-08-28","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-08-28","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-08-28","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-08-28","2019-09-27","2019-10-01","00:00:00","","10","147","0"
"2019-08-28","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-08-28","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-08-29","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-08-29","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-08-29","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-08-29","2019-09-12","2019-09-13","00:00:00","2019/11/04","09","71","0"
"2019-08-29","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-08-29","2019-09-27","2019-10-01","00:00:00","","10","147","0"
"2019-08-29","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-08-29","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-08-30","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-08-30","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-08-30","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-08-30","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-08-30","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-08-30","2019-09-12","2019-09-13","00:00:00","2019/11/04","09","71","0"
"2019-08-30","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-08-30","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-08-31","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-08-30","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-08-31","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-08-30","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-08-31","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-08-30","2019-09-12","2019-09-13","00:00:00","2019/11/04","09","71","0"
"2019-08-31","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-08-30","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-08-30","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-08-30","2019-09-12","2019-09-13","00:00:00","2019/11/04","09","71","0"
"2019-09-01","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-08-30","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-08-30","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-02","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-02","2019-09-12","2019-09-13","00:00:00","2019/11/04","09","71","0"
"2019-09-02","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-02","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-02","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-02","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-02","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-02","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-03","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-03","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-03","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-03","2019-09-12","2019-09-13","00:00:00","2019/11/04","09","71","0"
"2019-09-03","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-03","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-03","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-03","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-04","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-04","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-04","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-04","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-04","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-04","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-04","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-04","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-05","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-05","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-05","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-05","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-05","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-05","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-05","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-05","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-06","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-06","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-06","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-06","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-06","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-06","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-06","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-06","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-09","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-09","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-09","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-09","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-09","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-09","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-09","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-09","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-10","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-10","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-10","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-10","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-10","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-10","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-10","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-10","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-11","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-11","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-11","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-11","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-11","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-11","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-11","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-11","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-12","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-12","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-12","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-12","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-12","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-12","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-12","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-12","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-13","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-13","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-13","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-13","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-13","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-13","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-13","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-13","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-14","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-13","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-14","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-13","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-14","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-13","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-14","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-13","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-15","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-13","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-15","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-13","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-15","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-13","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-15","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-13","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-16","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-16","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-16","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-16","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-16","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-16","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-16","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-16","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-17","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-17","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-17","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-17","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-17","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-17","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-17","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-17","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-18","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-18","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-18","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-18","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-18","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-18","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-18","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-18","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-19","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-19","2019-10-31","2019-11-01","00:00:00","","11","147","0"
"2019-09-19","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-19","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-19","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-19","2019-09-19","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-19","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-19","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-20","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98103173E","2019-09-20","2019-09-20","2019-09-20","00:00:00","2019/11/12","09","2","0"
"2019-09-20","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-09-20","2019-12-12","2019-12-13","00:00:00","2019/12/13","12","1","0"
"2019-09-20","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-20","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-20","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-20","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-21","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-20","2019-10-31","2019-11-01","00:00:00","","11","130","0"
"2019-09-21","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-20","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-21","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-20","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-09-21","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-20","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-21","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-09-20","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-09-22","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-20","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-22","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-09-20","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-09-22","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-20","2019-10-31","2019-11-01","00:00:00","","11","130","0"
"2019-09-22","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-20","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-22","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-20","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-09-23","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-23","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-23","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-23","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-09-23","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-23","2019-10-31","2019-11-01","00:00:00","","11","130","0"
"2019-09-23","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-23","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-23","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-09-23","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-09-24","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-24","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-09-24","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-24","2019-10-31","2019-11-01","00:00:00","","11","130","0"
"2019-09-24","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-24","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-24","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-24","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-24","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-09-24","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-09-25","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-25","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-25","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-25","2019-10-31","2019-11-01","00:00:00","","11","130","0"
"2019-09-25","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-25","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-09-25","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-09-25","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-09-25","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-25","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-26","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-09-26","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-09-26","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-26","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-26","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-26","2019-09-26","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-26","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-26","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-09-26","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-26","2019-10-31","2019-11-01","00:00:00","","11","130","0"
"2019-09-27","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98028703E","2019-09-27","2019-09-27","2019-09-27","00:00:00","2019/11/04","09","71","0"
"2019-09-27","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-27","2019-10-31","2019-11-01","00:00:00","","11","130","0"
"2019-09-27","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-09-27","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-09-27","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-27","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-27","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-27","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-09-28","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-27","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-09-28","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-09-27","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-09-28","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-27","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-28","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-27","2019-10-31","2019-11-01","00:00:00","","11","130","0"
"2019-09-30","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-09-27","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-09-30","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-09-27","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-09-30","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-27","2019-10-31","2019-11-01","00:00:00","","11","130","0"
"2019-09-30","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-09-27","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-10-01","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-01","2019-11-30","2019-12-01","00:00:00","","12","141","0"
